id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,why_action,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,social_condition,action_response
18,performance,26,handle,posterior,0.203,music,chrome,1213,669,1280,800,FALSE,about automatisms,i thought it was the right move,nothing wrong,29,female,english,310.55,25.387,1,no-social,handle
19,learning,77,both,posterior,0.397,music,chrome,1299,637,1366,768,FALSE,i am not sure what this task is looking for.,i took an approach i thought was logical.,everything looks just fine so far.,66,m,english,386.248,85.414,1,social,both
19,learning,58,handle,posterior,0.299,music,chrome,1299,637,1366,768,FALSE,i am not sure what this task is looking for.,i took an approach i thought was logical.,everything looks just fine so far.,66,m,english,386.248,85.414,1,social,both
19,learning,59,button,posterior,0.304,music,chrome,1299,637,1366,768,FALSE,i am not sure what this task is looking for.,i took an approach i thought was logical.,everything looks just fine so far.,66,m,english,386.248,85.414,1,social,both
20,nogoal,78,both,posterior,0.375,music,chrome,1299,600,1366,768,FALSE,drawing a conclusion from the information given,i just took a guess.,none at this time,53,female,english,399.275,93.053,3,no-social,handle
20,nogoal,61,button,posterior,0.293,music,chrome,1299,600,1366,768,FALSE,drawing a conclusion from the information given,i just took a guess.,none at this time,53,female,english,399.275,93.053,3,no-social,handle
20,nogoal,69,handle,posterior,0.332,music,chrome,1299,600,1366,768,FALSE,drawing a conclusion from the information given,i just took a guess.,none at this time,53,female,english,399.275,93.053,3,no-social,handle
21,nogoal,65,button,posterior,0.387,light,chrome,1299,600,1366,768,FALSE,perceptions of functionality,it would be able to do both actions.,no,33,f,english,143.779,26.56,3,social,both
21,nogoal,62,both,posterior,0.369,light,chrome,1299,600,1366,768,FALSE,perceptions of functionality,it would be able to do both actions.,no,33,f,english,143.779,26.56,3,social,both
21,nogoal,41,handle,posterior,0.244,light,chrome,1299,600,1366,768,FALSE,perceptions of functionality,it would be able to do both actions.,no,33,f,english,143.779,26.56,3,social,both
22,learning,63,button,posterior,0.348,light,chrome,1299,600,1366,768,FALSE,decisions,it was simple,no,50,f,english,160.554,12.931,3,social,both
22,learning,59,both,posterior,0.326,light,chrome,1299,600,1366,768,FALSE,decisions,it was simple,no,50,f,english,160.554,12.931,3,social,both
22,learning,59,handle,posterior,0.326,light,chrome,1299,600,1366,768,FALSE,decisions,it was simple,no,50,f,english,160.554,12.931,3,social,both
23,nogoal,55,button,posterior,0.314,light,chrome,961,600,1280,720,FALSE,opinion,i guessed it,good,36,m,english,221.576,29.828,3,social,both
23,nogoal,58,handle,posterior,0.331,light,chrome,961,600,1280,720,FALSE,opinion,i guessed it,good,36,m,english,221.576,29.828,3,social,both
23,nogoal,62,both,posterior,0.354,light,chrome,961,600,1280,720,FALSE,opinion,i guessed it,good,36,m,english,221.576,29.828,3,social,both
24,performance,85,handle,posterior,0.515,music,safari,1316,600,1366,768,FALSE,perceptions of how we intuitive think things work.,"pulling the handle seemed like it would do the effect of playing the music, because pushing the button for the light seemed more natural. i didn't think both at the same time was even an option.",no further comments.  thank you for the opportunity to participate in your study.,40,f,english,299.275,22.345,3,no-social,handle
24,performance,57,button,posterior,0.345,music,safari,1316,600,1366,768,FALSE,perceptions of how we intuitive think things work.,"pulling the handle seemed like it would do the effect of playing the music, because pushing the button for the light seemed more natural. i didn't think both at the same time was even an option.",no further comments.  thank you for the opportunity to participate in your study.,40,f,english,299.275,22.345,3,no-social,handle
24,performance,23,both,posterior,0.139,music,safari,1316,600,1366,768,FALSE,perceptions of how we intuitive think things work.,"pulling the handle seemed like it would do the effect of playing the music, because pushing the button for the light seemed more natural. i didn't think both at the same time was even an option.",no further comments.  thank you for the opportunity to participate in your study.,40,f,english,299.275,22.345,3,no-social,handle
25,nogoal,21,both,posterior,0.13,light,chrome,1449,717,1366,768,FALSE,probably not about making weird toys :d,because i still felt like not being able to perform only one action was silly; you should be able to turn on the light or play the music should you choose to do so.,"no, the survey worked just fine. thank you for allowing me to participate!",36,f,english,358.496,78.787,3,social,button
25,nogoal,70,handle,posterior,0.432,light,chrome,1449,717,1366,768,FALSE,probably not about making weird toys :d,because i still felt like not being able to perform only one action was silly; you should be able to turn on the light or play the music should you choose to do so.,"no, the survey worked just fine. thank you for allowing me to participate!",36,f,english,358.496,78.787,3,social,button
25,nogoal,71,button,posterior,0.438,light,chrome,1449,717,1366,768,FALSE,probably not about making weird toys :d,because i still felt like not being able to perform only one action was silly; you should be able to turn on the light or play the music should you choose to do so.,"no, the survey worked just fine. thank you for allowing me to participate!",36,f,english,358.496,78.787,3,social,button
26,performance,79,both,posterior,0.328,light,safari,1175,600,1280,800,FALSE,how well i would remember which actions did what in the toys.,because in all three toys if you pressed the button and pulled the handle it would make the music play and light come on.,no,32,f,english,252.615,19.127,3,no-social,both
26,performance,80,button,posterior,0.332,light,safari,1175,600,1280,800,FALSE,how well i would remember which actions did what in the toys.,because in all three toys if you pressed the button and pulled the handle it would make the music play and light come on.,no,32,f,english,252.615,19.127,3,no-social,both
26,performance,82,handle,posterior,0.34,light,safari,1175,600,1280,800,FALSE,how well i would remember which actions did what in the toys.,because in all three toys if you pressed the button and pulled the handle it would make the music play and light come on.,no,32,f,english,252.615,19.127,3,no-social,both
27,nogoal,1,both,posterior,0.01,music,chrome,1176,600,1366,768,FALSE,attention and reasoning.,i figured if nothing happens i can eliminate two options and depending on the if music or sound is produce i could find out the function.,none,29,f,english,255.517,34.153,3,social,handle
27,nogoal,1,button,posterior,0.01,music,chrome,1176,600,1366,768,FALSE,attention and reasoning.,i figured if nothing happens i can eliminate two options and depending on the if music or sound is produce i could find out the function.,none,29,f,english,255.517,34.153,3,social,handle
27,nogoal,100,handle,posterior,0.98,music,chrome,1176,600,1366,768,FALSE,attention and reasoning.,i figured if nothing happens i can eliminate two options and depending on the if music or sound is produce i could find out the function.,none,29,f,english,255.517,34.153,3,social,handle
28,presentation,61,both,posterior,0.469,music,chrome,1299,600,1366,768,FALSE,not sure,because it should cause an effect in all 3 toys,no,29,f,english,156.608,13.004,3,social,both
28,presentation,34,handle,posterior,0.262,music,chrome,1299,600,1366,768,FALSE,not sure,because it should cause an effect in all 3 toys,no,29,f,english,156.608,13.004,3,social,both
28,presentation,35,button,posterior,0.269,music,chrome,1299,600,1366,768,FALSE,not sure,because it should cause an effect in all 3 toys,no,29,f,english,156.608,13.004,3,social,both
29,learning,62,button,posterior,0.36,light,chrome,1155,561,1366,768,FALSE,unsure,i actually just made a guess.,none,52,female,english,271.414,53.947,3,no-social,both
29,learning,57,handle,posterior,0.331,light,chrome,1155,561,1366,768,FALSE,unsure,i actually just made a guess.,none,52,female,english,271.414,53.947,3,no-social,both
29,learning,53,both,posterior,0.308,light,chrome,1155,561,1366,768,FALSE,unsure,i actually just made a guess.,none,52,female,english,271.414,53.947,3,no-social,both
30,presentation,82,both,posterior,0.374,light,chrome,1390,600,1440,900,FALSE,unsure,because it was more likely to work,no,29,f,english,122.818,16.184,3,social,both
30,presentation,66,button,posterior,0.301,light,chrome,1390,600,1440,900,FALSE,unsure,because it was more likely to work,no,29,f,english,122.818,16.184,3,social,both
30,presentation,71,handle,posterior,0.324,light,chrome,1390,600,1440,900,FALSE,unsure,because it was more likely to work,no,29,f,english,122.818,16.184,3,social,both
31,presentation,66,button,posterior,0.489,music,chrome,1870,600,1920,1080,FALSE,my best guess is that this task is about how people learn actions with minimal instructions.,because i am a logical person.,no. no.,69,m,english,348.195,39.542,2,social,both
31,presentation,1,both,posterior,0.007,music,chrome,1870,600,1920,1080,FALSE,my best guess is that this task is about how people learn actions with minimal instructions.,because i am a logical person.,no. no.,69,m,english,348.195,39.542,2,social,both
31,presentation,68,handle,posterior,0.504,music,chrome,1870,600,1920,1080,FALSE,my best guess is that this task is about how people learn actions with minimal instructions.,because i am a logical person.,no. no.,69,m,english,348.195,39.542,2,social,both
32,presentation,52,both,posterior,0.323,light,chrome,1299,637,1366,768,FALSE,one's perception of actions of a toy,this way there was no way that an action wouldn't work.,none,26,m,english,507.753,105.01,3,social,both
32,presentation,54,button,posterior,0.335,light,chrome,1299,637,1366,768,FALSE,one's perception of actions of a toy,this way there was no way that an action wouldn't work.,none,26,m,english,507.753,105.01,3,social,both
32,presentation,55,handle,posterior,0.342,light,chrome,1299,637,1366,768,FALSE,one's perception of actions of a toy,this way there was no way that an action wouldn't work.,none,26,m,english,507.753,105.01,3,social,both
33,nogoal,98,handle,posterior,0.726,music,firefox,1595,926,1680,1050,FALSE,i think this was about how people make choices and decisions.,i chose to pull the handle because i think that's what most people would do first.,interesting!,41,f,english,334.57,55.837,3,social,handle
33,nogoal,16,both,posterior,0.119,music,firefox,1595,926,1680,1050,FALSE,i think this was about how people make choices and decisions.,i chose to pull the handle because i think that's what most people would do first.,interesting!,41,f,english,334.57,55.837,3,social,handle
33,nogoal,21,button,posterior,0.156,music,firefox,1595,926,1680,1050,FALSE,i think this was about how people make choices and decisions.,i chose to pull the handle because i think that's what most people would do first.,interesting!,41,f,english,334.57,55.837,3,social,handle
34,performance,100,both,posterior,0.606,music,chrome,1870,600,1920,1080,FALSE,i think it was about how people comprehend instructions.,"i knew that all three toys would have both functions happen if i pressed the button and pulled the lever at once, but i couldn't guarantee anything would happen or the correct function would happen if i only used one of the lever or button.",no.,23,f,english,169.081,14.539,3,social,both
34,performance,33,button,posterior,0.2,music,chrome,1870,600,1920,1080,FALSE,i think it was about how people comprehend instructions.,"i knew that all three toys would have both functions happen if i pressed the button and pulled the lever at once, but i couldn't guarantee anything would happen or the correct function would happen if i only used one of the lever or button.",no.,23,f,english,169.081,14.539,3,social,both
34,performance,32,handle,posterior,0.194,music,chrome,1870,600,1920,1080,FALSE,i think it was about how people comprehend instructions.,"i knew that all three toys would have both functions happen if i pressed the button and pulled the lever at once, but i couldn't guarantee anything would happen or the correct function would happen if i only used one of the lever or button.",no.,23,f,english,169.081,14.539,3,social,both
35,presentation,50,handle,posterior,0.287,music,chrome,1293,600,1360,768,FALSE,strategy,it made sure that something would actually happen,no,25,f,english,168.38,32.252,3,social,both
35,presentation,50,button,posterior,0.287,music,chrome,1293,600,1360,768,FALSE,strategy,it made sure that something would actually happen,no,25,f,english,168.38,32.252,3,social,both
35,presentation,74,both,posterior,0.425,music,chrome,1293,600,1360,768,FALSE,strategy,it made sure that something would actually happen,no,25,f,english,168.38,32.252,3,social,both
36,nogoal,59,handle,posterior,0.337,light,chrome,1853,987,1920,1080,FALSE,associating labels,if you press one thing you can find out what it is based on what happens.,,21,m,english,192.149,55.499,2,social,button
36,nogoal,58,button,posterior,0.331,light,chrome,1853,987,1920,1080,FALSE,associating labels,if you press one thing you can find out what it is based on what happens.,,21,m,english,192.149,55.499,2,social,button
36,nogoal,58,both,posterior,0.331,light,chrome,1853,987,1920,1080,FALSE,associating labels,if you press one thing you can find out what it is based on what happens.,,21,m,english,192.149,55.499,2,social,button
37,nogoal,63,button,posterior,0.36,light,firefox,1870,600,1920,1080,FALSE,psychology,pressing mutiple buttons sometimes does mutiple things,,21,m,english,213.1,32.038,3,no-social,both
37,nogoal,56,both,posterior,0.32,light,firefox,1870,600,1920,1080,FALSE,psychology,pressing mutiple buttons sometimes does mutiple things,,21,m,english,213.1,32.038,3,no-social,both
37,nogoal,56,handle,posterior,0.32,light,firefox,1870,600,1920,1080,FALSE,psychology,pressing mutiple buttons sometimes does mutiple things,,21,m,english,213.1,32.038,3,no-social,both
38,learning,92,handle,posterior,0.35,music,chrome,1533,804,1600,900,FALSE,i think it was about product quality,"i chose it because if it has directions to make both the music and light work, then the person who has the toy would have common sense that pressing one without the other would make it work. ",fun study,24,f,english,207.626,20.034,3,no-social,both
38,learning,71,both,posterior,0.27,music,chrome,1533,804,1600,900,FALSE,i think it was about product quality,"i chose it because if it has directions to make both the music and light work, then the person who has the toy would have common sense that pressing one without the other would make it work. ",fun study,24,f,english,207.626,20.034,3,no-social,both
38,learning,100,button,posterior,0.38,music,chrome,1533,804,1600,900,FALSE,i think it was about product quality,"i chose it because if it has directions to make both the music and light work, then the person who has the toy would have common sense that pressing one without the other would make it work. ",fun study,24,f,english,207.626,20.034,3,no-social,both
39,presentation,16,both,posterior,0.092,light,chrome,1265,879,1366,768,FALSE,no idea,eeny meeny miney mo,no,54,f,english,168.692,22.369,3,social,handle
39,presentation,77,handle,posterior,0.445,light,chrome,1265,879,1366,768,FALSE,no idea,eeny meeny miney mo,no,54,f,english,168.692,22.369,3,social,handle
39,presentation,80,button,posterior,0.462,light,chrome,1265,879,1366,768,FALSE,no idea,eeny meeny miney mo,no,54,f,english,168.692,22.369,3,social,handle
40,performance,90,both,posterior,0.756,light,firefox,1299,695,1366,768,FALSE,to see how a person follows and comprehends instructions,i simply went with my gutt instinct,simple study,34,m,english,253.791,25.463,3,no-social,both
40,performance,15,button,posterior,0.126,light,firefox,1299,695,1366,768,FALSE,to see how a person follows and comprehends instructions,i simply went with my gutt instinct,simple study,34,m,english,253.791,25.463,3,no-social,both
40,performance,14,handle,posterior,0.118,light,firefox,1299,695,1366,768,FALSE,to see how a person follows and comprehends instructions,i simply went with my gutt instinct,simple study,34,m,english,253.791,25.463,3,no-social,both
41,nogoal,84,both,posterior,0.538,music,chrome,1197,871,1280,1024,FALSE,understanding reasons behind actions,based on the labels,none,27,male,cantonese,890.023,744.311,1,no-social,handle
41,nogoal,1,handle,posterior,0.006,music,chrome,1197,871,1280,1024,FALSE,understanding reasons behind actions,based on the labels,none,27,male,cantonese,890.023,744.311,1,no-social,handle
41,nogoal,71,button,posterior,0.455,music,chrome,1197,871,1280,1024,FALSE,understanding reasons behind actions,based on the labels,none,27,male,cantonese,890.023,744.311,1,no-social,handle
42,nogoal,76,handle,posterior,0.42,music,chrome,2510,600,2560,1600,FALSE,how we perceive certain actions as they relate to a toy. ,it just seemed the most natural to me. ,,31,m,english,230.926,40.201,3,social,both
42,nogoal,16,button,posterior,0.088,music,chrome,2510,600,2560,1600,FALSE,how we perceive certain actions as they relate to a toy. ,it just seemed the most natural to me. ,,31,m,english,230.926,40.201,3,social,both
42,nogoal,89,both,posterior,0.492,music,chrome,2510,600,2560,1600,FALSE,how we perceive certain actions as they relate to a toy. ,it just seemed the most natural to me. ,,31,m,english,230.926,40.201,3,social,both
43,learning,22,handle,posterior,0.18,music,chrome,1086,590,1152,720,FALSE,i'm unsure,it made sense to me,"no, nothing broken, but the music scared me :)",56,female,english,251.95,41.255,2,social,both
43,learning,73,both,posterior,0.598,music,chrome,1086,590,1152,720,FALSE,i'm unsure,it made sense to me,"no, nothing broken, but the music scared me :)",56,female,english,251.95,41.255,2,social,both
43,learning,27,button,posterior,0.221,music,chrome,1086,590,1152,720,FALSE,i'm unsure,it made sense to me,"no, nothing broken, but the music scared me :)",56,female,english,251.95,41.255,2,social,both
44,performance,61,handle,posterior,0.289,music,firefox,1211,1300,2560,1440,FALSE,no idea,it seemed to be the most logical choice overall,,30,male,english,283.736,13.538,3,social,handle
44,performance,81,button,posterior,0.384,music,firefox,1211,1300,2560,1440,FALSE,no idea,it seemed to be the most logical choice overall,,30,male,english,283.736,13.538,3,social,handle
44,performance,69,both,posterior,0.327,music,firefox,1211,1300,2560,1440,FALSE,no idea,it seemed to be the most logical choice overall,,30,male,english,283.736,13.538,3,social,handle
45,performance,80,handle,posterior,0.335,music,firefox,994,600,1920,1080,FALSE,intution,"doing both inputs guaranteed i could at least make the intended action happen, even if the other also happened.",,27,m,english,273.454,30.086,3,social,both
45,performance,79,both,posterior,0.331,music,firefox,994,600,1920,1080,FALSE,intution,"doing both inputs guaranteed i could at least make the intended action happen, even if the other also happened.",,27,m,english,273.454,30.086,3,social,both
45,performance,80,button,posterior,0.335,music,firefox,994,600,1920,1080,FALSE,intution,"doing both inputs guaranteed i could at least make the intended action happen, even if the other also happened.",,27,m,english,273.454,30.086,3,social,both
46,presentation,78,handle,posterior,0.429,music,chrome,1219,633,1920,1080,FALSE,i dont know for sure,i felt like it would work,no,25,male,english,54.002,8.722,1,social,handle
46,presentation,30,both,posterior,0.165,music,chrome,1219,633,1920,1080,FALSE,i dont know for sure,i felt like it would work,no,25,male,english,54.002,8.722,1,social,handle
46,presentation,74,button,posterior,0.407,music,chrome,1219,633,1920,1080,FALSE,i dont know for sure,i felt like it would work,no,25,male,english,54.002,8.722,1,social,handle
47,performance,36,handle,posterior,0.232,light,firefox,1303,600,1366,768,FALSE,to see how well i am paying attention,seemed like a good plan.,good luck with your research!,43,f,english,144.859,13.454,2,no-social,both
47,performance,81,both,posterior,0.523,light,firefox,1303,600,1366,768,FALSE,to see how well i am paying attention,seemed like a good plan.,good luck with your research!,43,f,english,144.859,13.454,2,no-social,both
47,performance,38,button,posterior,0.245,light,firefox,1303,600,1366,768,FALSE,to see how well i am paying attention,seemed like a good plan.,good luck with your research!,43,f,english,144.859,13.454,2,no-social,both
48,learning,86,handle,posterior,0.439,light,chrome,1613,957,1680,1050,FALSE,guessing ,"seemed like a logical choice, although there was one other logical choice ",nope,68,m,english,260.199,41.542,3,no-social,button
48,learning,67,both,posterior,0.342,light,chrome,1613,957,1680,1050,FALSE,guessing ,"seemed like a logical choice, although there was one other logical choice ",nope,68,m,english,260.199,41.542,3,no-social,button
48,learning,43,button,posterior,0.219,light,chrome,1613,957,1680,1050,FALSE,guessing ,"seemed like a logical choice, although there was one other logical choice ",nope,68,m,english,260.199,41.542,3,no-social,button
49,learning,100,both,posterior,0.498,light,firefox,340,600,360,640,TRUE,guessing toy actions,because i thought it was the correct action,no,24,m,english ,266.635,31.677,3,no-social,handle
49,learning,100,button,posterior,0.498,light,firefox,340,600,360,640,TRUE,guessing toy actions,because i thought it was the correct action,no,24,m,english ,266.635,31.677,3,no-social,handle
49,learning,1,handle,posterior,0.005,light,firefox,340,600,360,640,TRUE,guessing toy actions,because i thought it was the correct action,no,24,m,english ,266.635,31.677,3,no-social,handle
50,learning,1,handle,posterior,0.01,music,chrome,1853,974,1920,1080,FALSE,to see how creative we are and how we problem solve?,"doing two things at once would be one action, so i chose that.","nope, thanks!",23,m,english,248.294,41.892,3,social,both
50,learning,100,both,posterior,0.98,music,chrome,1853,974,1920,1080,FALSE,to see how creative we are and how we problem solve?,"doing two things at once would be one action, so i chose that.","nope, thanks!",23,m,english,248.294,41.892,3,social,both
50,learning,1,button,posterior,0.01,music,chrome,1853,974,1920,1080,FALSE,to see how creative we are and how we problem solve?,"doing two things at once would be one action, so i chose that.","nope, thanks!",23,m,english,248.294,41.892,3,social,both
51,performance,83,handle,posterior,0.362,light,chrome,1150,600,1200,800,FALSE,not sure,i felt it was appropriate,no,35,m,english,195.491,10.072,2,no-social,button
51,performance,66,button,posterior,0.288,light,chrome,1150,600,1200,800,FALSE,not sure,i felt it was appropriate,no,35,m,english,195.491,10.072,2,no-social,button
51,performance,80,both,posterior,0.349,light,chrome,1150,600,1200,800,FALSE,not sure,i felt it was appropriate,no,35,m,english,195.491,10.072,2,no-social,button
52,presentation,63,button,posterior,0.38,light,chrome,1853,949,1920,1080,FALSE,i'm not sure,i wanted to have both effects playing,no,31,m,english,181.633,19.855,3,social,both
52,presentation,64,handle,posterior,0.386,light,chrome,1853,949,1920,1080,FALSE,i'm not sure,i wanted to have both effects playing,no,31,m,english,181.633,19.855,3,social,both
52,presentation,39,both,posterior,0.235,light,chrome,1853,949,1920,1080,FALSE,i'm not sure,i wanted to have both effects playing,no,31,m,english,181.633,19.855,3,social,both
53,nogoal,95,both,posterior,0.833,music,chrome,1533,794,1600,900,FALSE,data collection,i thought it would tell me exactly what toy it was,none,24,f,english,174.692,34.5,2,social,both
53,nogoal,11,button,posterior,0.096,music,chrome,1533,794,1600,900,FALSE,data collection,i thought it would tell me exactly what toy it was,none,24,f,english,174.692,34.5,2,social,both
53,nogoal,8,handle,posterior,0.07,music,chrome,1533,794,1600,900,FALSE,data collection,i thought it would tell me exactly what toy it was,none,24,f,english,174.692,34.5,2,social,both
54,performance,100,button,posterior,0.98,light,chrome,1230,600,1280,1024,FALSE,"it was to determine if the actions by a toy should be performed either by the press of a button, a pull, or both. ",i think technology is advancing and people are turning on lights at the press of a button. ,no,35,female,english,558.905,114.069,3,social,button
54,performance,1,handle,posterior,0.01,light,chrome,1230,600,1280,1024,FALSE,"it was to determine if the actions by a toy should be performed either by the press of a button, a pull, or both. ",i think technology is advancing and people are turning on lights at the press of a button. ,no,35,female,english,558.905,114.069,3,social,button
54,performance,1,both,posterior,0.01,light,chrome,1230,600,1280,1024,FALSE,"it was to determine if the actions by a toy should be performed either by the press of a button, a pull, or both. ",i think technology is advancing and people are turning on lights at the press of a button. ,no,35,female,english,558.905,114.069,3,social,button
55,learning,13,handle,posterior,0.129,light,chrome,1299,662,1366,768,FALSE,"decisions making, problem solving.",people (kids) are more likely to pull first.,"great survey, it's fun.",27,m,english,667.119,48.426,3,no-social,handle
55,learning,8,both,posterior,0.079,light,chrome,1299,662,1366,768,FALSE,"decisions making, problem solving.",people (kids) are more likely to pull first.,"great survey, it's fun.",27,m,english,667.119,48.426,3,no-social,handle
55,learning,80,button,posterior,0.792,light,chrome,1299,662,1366,768,FALSE,"decisions making, problem solving.",people (kids) are more likely to pull first.,"great survey, it's fun.",27,m,english,667.119,48.426,3,no-social,handle
56,performance,91,button,posterior,0.901,music,chrome,1836,600,1920,1200,FALSE,paying attention to which toy was which.,i thought that was the one that would play music and shine the light when the handle was pulled and the button pressed at the same time.,everything worked ok.,41,m,english,323.476,27.559,3,social,both
56,performance,5,handle,posterior,0.05,music,chrome,1836,600,1920,1200,FALSE,paying attention to which toy was which.,i thought that was the one that would play music and shine the light when the handle was pulled and the button pressed at the same time.,everything worked ok.,41,m,english,323.476,27.559,3,social,both
56,performance,5,both,posterior,0.05,music,chrome,1836,600,1920,1200,FALSE,paying attention to which toy was which.,i thought that was the one that would play music and shine the light when the handle was pulled and the button pressed at the same time.,everything worked ok.,41,m,english,323.476,27.559,3,social,both
57,presentation,37,handle,posterior,0.247,music,chrome,1299,637,1366,768,FALSE,not a clue.,"after reading, i selected what i thought was correct.",no.,42,f,english,170.682,16.461,2,social,both
57,presentation,81,button,posterior,0.54,music,chrome,1299,637,1366,768,FALSE,not a clue.,"after reading, i selected what i thought was correct.",no.,42,f,english,170.682,16.461,2,social,both
57,presentation,32,both,posterior,0.213,music,chrome,1299,637,1366,768,FALSE,not a clue.,"after reading, i selected what i thought was correct.",no.,42,f,english,170.682,16.461,2,social,both
58,presentation,20,both,posterior,0.317,music,firefox,1870,600,960,600,FALSE,probabilities,seemed most likely to do something.,,33,m,english,129.18,12.127,3,social,both
58,presentation,21,handle,posterior,0.333,music,firefox,1870,600,960,600,FALSE,probabilities,seemed most likely to do something.,,33,m,english,129.18,12.127,3,social,both
58,presentation,22,button,posterior,0.349,music,firefox,1870,600,960,600,FALSE,probabilities,seemed most likely to do something.,,33,m,english,129.18,12.127,3,social,both
59,learning,19,both,posterior,0.141,light,chrome,709,866,1280,1024,FALSE,how people assess and apply information ,i thought pushing a button would be more suitable for turning on a light.,no,41,m,english ,184.638,37.491,3,social,handle
59,learning,34,button,posterior,0.252,light,chrome,709,866,1280,1024,FALSE,how people assess and apply information ,i thought pushing a button would be more suitable for turning on a light.,no,41,m,english ,184.638,37.491,3,social,handle
59,learning,82,handle,posterior,0.607,light,chrome,709,866,1280,1024,FALSE,how people assess and apply information ,i thought pushing a button would be more suitable for turning on a light.,no,41,m,english ,184.638,37.491,3,social,handle
60,performance,63,handle,posterior,0.409,music,chrome,822,600,2560,1080,FALSE,x,x,x,25,m,e,37.802,6.124,2,social,handle
60,performance,36,button,posterior,0.234,music,chrome,822,600,2560,1080,FALSE,x,x,x,25,m,e,37.802,6.124,2,social,handle
60,performance,55,both,posterior,0.357,music,chrome,822,600,2560,1080,FALSE,x,x,x,25,m,e,37.802,6.124,2,social,handle
61,learning,78,handle,posterior,0.398,music,chrome,1299,662,1366,768,FALSE,choices ,if you do both at the same time you can see if the light and music come on.,n/a,23,m,english,221.43,21.767,3,no-social,both
61,learning,89,both,posterior,0.454,music,chrome,1299,662,1366,768,FALSE,choices ,if you do both at the same time you can see if the light and music come on.,n/a,23,m,english,221.43,21.767,3,no-social,both
61,learning,29,button,posterior,0.148,music,chrome,1299,662,1366,768,FALSE,choices ,if you do both at the same time you can see if the light and music come on.,n/a,23,m,english,221.43,21.767,3,no-social,both
62,learning,34,handle,posterior,0.248,music,chrome,1373,794,1440,900,FALSE,how we view a toy,went with my gut and thought it was logical,no,29,male,english,346.259,6.255,3,no-social,handle
62,learning,73,button,posterior,0.533,music,chrome,1373,794,1440,900,FALSE,how we view a toy,went with my gut and thought it was logical,no,29,male,english,346.259,6.255,3,no-social,handle
62,learning,30,both,posterior,0.219,music,chrome,1373,794,1440,900,FALSE,how we view a toy,went with my gut and thought it was logical,no,29,male,english,346.259,6.255,3,no-social,handle
63,presentation,50,button,posterior,0.249,music,firefox,1074,600,1143,858,FALSE,decision making,it would make the toy do both actions,,32,m,english,147.944,15.079,3,social,both
63,presentation,51,handle,posterior,0.254,music,firefox,1074,600,1143,858,FALSE,decision making,it would make the toy do both actions,,32,m,english,147.944,15.079,3,social,both
63,presentation,100,both,posterior,0.498,music,firefox,1074,600,1143,858,FALSE,decision making,it would make the toy do both actions,,32,m,english,147.944,15.079,3,social,both
64,nogoal,1,handle,posterior,0.01,music,chrome,1316,629,1366,768,FALSE,cognitive thinking i suppose?,because i thought it would be music and i wanted to see if it was labeled in a certain way,was just fine,37,m,english,218.268,41.532,3,no-social,button
64,nogoal,100,button,posterior,0.98,music,chrome,1316,629,1366,768,FALSE,cognitive thinking i suppose?,because i thought it would be music and i wanted to see if it was labeled in a certain way,was just fine,37,m,english,218.268,41.532,3,no-social,button
64,nogoal,1,both,posterior,0.01,music,chrome,1316,629,1366,768,FALSE,cognitive thinking i suppose?,because i thought it would be music and i wanted to see if it was labeled in a certain way,was just fine,37,m,english,218.268,41.532,3,no-social,button
65,learning,30,handle,posterior,0.238,light,chrome,735,668,1600,900,FALSE,how people figure things out,it seemed the most likely to be successful,,37,f,english,192.637,29.105,2,social,button
65,learning,86,both,posterior,0.683,light,chrome,735,668,1600,900,FALSE,how people figure things out,it seemed the most likely to be successful,,37,f,english,192.637,29.105,2,social,button
65,learning,10,button,posterior,0.079,light,chrome,735,668,1600,900,FALSE,how people figure things out,it seemed the most likely to be successful,,37,f,english,192.637,29.105,2,social,button
66,performance,71,button,posterior,0.458,music,chrome,1299,637,1366,768,FALSE,how people relate functions on machines,it just seemed likely.,,35,f,english,365.381,159.014,3,social,button
66,performance,38,handle,posterior,0.245,music,chrome,1299,637,1366,768,FALSE,how people relate functions on machines,it just seemed likely.,,35,f,english,365.381,159.014,3,social,button
66,performance,46,both,posterior,0.297,music,chrome,1299,637,1366,768,FALSE,how people relate functions on machines,it just seemed likely.,,35,f,english,365.381,159.014,3,social,button
67,learning,100,button,posterior,0.98,music,chrome,1299,600,1366,768,FALSE,problem solving ability,i knew pulling and pushing at the same time would only reveal if it was not the thir label,,36,f,english,388.016,83.999,3,social,button
67,learning,1,both,posterior,0.01,music,chrome,1299,600,1366,768,FALSE,problem solving ability,i knew pulling and pushing at the same time would only reveal if it was not the thir label,,36,f,english,388.016,83.999,3,social,button
67,learning,1,handle,posterior,0.01,music,chrome,1299,600,1366,768,FALSE,problem solving ability,i knew pulling and pushing at the same time would only reveal if it was not the thir label,,36,f,english,388.016,83.999,3,social,button
68,learning,86,handle,posterior,0.347,light,chrome,1165,600,1536,864,FALSE,n/a,play music,thank you,35,male,english,420.298,6.008,2,no-social,handle
68,learning,81,button,posterior,0.327,light,chrome,1165,600,1536,864,FALSE,n/a,play music,thank you,35,male,english,420.298,6.008,2,no-social,handle
