id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,action_response
23,nogoal,1,both,posterior,0.01,music,chrome,1167,647,1600,900,FALSE,i think it's about memory or maybe even attention span of very similar looking situations. i think it might also have something to do with checking which instructions one can remember in a series of events.,"when i was asked what i'd do if i only had one chance to play with the toy, i chose to pull the level and press the button at the same time. when that happened, the toy started playing music while lighting up. the screen suddenly went to the next part and i never got to see what was on the bottom half of the page.",35,m,filipino,454.165,52.077,3,both
23,nogoal,1,handle,posterior,0.01,music,chrome,1167,647,1600,900,FALSE,i think it's about memory or maybe even attention span of very similar looking situations. i think it might also have something to do with checking which instructions one can remember in a series of events.,"when i was asked what i'd do if i only had one chance to play with the toy, i chose to pull the level and press the button at the same time. when that happened, the toy started playing music while lighting up. the screen suddenly went to the next part and i never got to see what was on the bottom half of the page.",35,m,filipino,454.165,52.077,3,both
24,performance,76,handle,posterior,0.4,music,chrome,1299,600,1366,768,FALSE,unsure,none,24,f,english,138.492,15.378,2,both
24,performance,14,button,posterior,0.074,music,chrome,1299,600,1366,768,FALSE,unsure,none,24,f,english,138.492,15.378,2,both
24,performance,100,both,posterior,0.526,music,chrome,1299,600,1366,768,FALSE,unsure,none,24,f,english,138.492,15.378,2,both
25,learning,1,handle,posterior,0.01,light,chrome,957,600,1024,768,FALSE,no idea. following instructions?,no comment. everything worked perfectly. thank you.,31,m,english,208.277,42.944,3,button
25,learning,100,button,posterior,0.98,light,chrome,957,600,1024,768,FALSE,no idea. following instructions?,no comment. everything worked perfectly. thank you.,31,m,english,208.277,42.944,3,button
25,learning,1,both,posterior,0.01,light,chrome,957,600,1024,768,FALSE,no idea. following instructions?,no comment. everything worked perfectly. thank you.,31,m,english,208.277,42.944,3,button
26,nogoal,1,both,posterior,0.01,music,chrome,696,730,1440,900,FALSE,not sure,nothing broken.  i think i chose the wrong selections for box #2 originally.  oops!,45,f,english,242.098,55.391,3,handle
26,nogoal,100,handle,posterior,0.98,music,chrome,696,730,1440,900,FALSE,not sure,nothing broken.  i think i chose the wrong selections for box #2 originally.  oops!,45,f,english,242.098,55.391,3,handle
26,nogoal,1,button,posterior,0.01,music,chrome,696,730,1440,900,FALSE,not sure,nothing broken.  i think i chose the wrong selections for box #2 originally.  oops!,45,f,english,242.098,55.391,3,handle
27,learning,21,both,posterior,0.167,light,chrome,1389,699,1600,900,FALSE,to examine how people come to make decisions based on logic and reasoning.,everything was clear and easy to understand.,26,m,english,327.031,47.126,3,button
27,learning,84,button,posterior,0.667,light,chrome,1389,699,1600,900,FALSE,to examine how people come to make decisions based on logic and reasoning.,everything was clear and easy to understand.,26,m,english,327.031,47.126,3,button
27,learning,21,handle,posterior,0.167,light,chrome,1389,699,1600,900,FALSE,to examine how people come to make decisions based on logic and reasoning.,everything was clear and easy to understand.,26,m,english,327.031,47.126,3,button
28,learning,1,both,posterior,0.01,light,chrome,1299,600,1366,768,FALSE,efficient decision making,none,46,f,english,279.239,68.786,3,handle
28,learning,100,handle,posterior,0.98,light,chrome,1299,600,1366,768,FALSE,efficient decision making,none,46,f,english,279.239,68.786,3,handle
28,learning,1,button,posterior,0.01,light,chrome,1299,600,1366,768,FALSE,efficient decision making,none,46,f,english,279.239,68.786,3,handle
29,learning,100,button,posterior,0.333,music,chrome,340,600,360,640,TRUE,see how people think and problem solve,no,34,male,english,250.86,38.169,3,both
29,learning,100,both,posterior,0.333,music,chrome,340,600,360,640,TRUE,see how people think and problem solve,no,34,male,english,250.86,38.169,3,both
29,learning,100,handle,posterior,0.333,music,chrome,340,600,360,640,TRUE,see how people think and problem solve,no,34,male,english,250.86,38.169,3,both
30,nogoal,24,handle,posterior,0.2,music,chrome,1244,600,1440,900,FALSE,critical thinking?,this was a very odd task,32,f,english,235.601,18.864,3,both
30,nogoal,25,both,posterior,0.208,music,chrome,1244,600,1440,900,FALSE,critical thinking?,this was a very odd task,32,f,english,235.601,18.864,3,both
30,nogoal,71,button,posterior,0.592,music,chrome,1244,600,1440,900,FALSE,critical thinking?,this was a very odd task,32,f,english,235.601,18.864,3,both
31,presentation,20,both,posterior,0.1,music,chrome,1544,1184,2560,1080,FALSE,decision making,none,27,m,english,110.568,3.277,3,handle
31,presentation,81,handle,posterior,0.405,music,chrome,1544,1184,2560,1080,FALSE,decision making,none,27,m,english,110.568,3.277,3,handle
31,presentation,99,button,posterior,0.495,music,chrome,1544,1184,2560,1080,FALSE,decision making,none,27,m,english,110.568,3.277,3,handle
32,learning,31,both,posterior,0.316,light,chrome,1853,974,1920,1080,FALSE,maybe to see what method we naturally resort to when thinking about it?,,34,m,english,225.506,42.361,3,handle
32,learning,33,button,posterior,0.337,light,chrome,1853,974,1920,1080,FALSE,maybe to see what method we naturally resort to when thinking about it?,,34,m,english,225.506,42.361,3,handle
32,learning,34,handle,posterior,0.347,light,chrome,1853,974,1920,1080,FALSE,maybe to see what method we naturally resort to when thinking about it?,,34,m,english,225.506,42.361,3,handle
33,learning,1,handle,posterior,0.01,light,chrome,2061,969,1600,900,FALSE,probability and reasoning,"no, all good.",46,m,english,296.159,48.487,3,button
33,learning,100,button,posterior,0.98,light,chrome,2061,969,1600,900,FALSE,probability and reasoning,"no, all good.",46,m,english,296.159,48.487,3,button
33,learning,1,both,posterior,0.01,light,chrome,2061,969,1600,900,FALSE,probability and reasoning,"no, all good.",46,m,english,296.159,48.487,3,button
34,presentation,60,both,posterior,0.343,light,chrome,1176,602,1366,768,FALSE,toys,,33,f,english,120.542,10.262,1,button
34,presentation,59,button,posterior,0.337,light,chrome,1176,602,1366,768,FALSE,toys,,33,f,english,120.542,10.262,1,button
34,presentation,56,handle,posterior,0.32,light,chrome,1176,602,1366,768,FALSE,toys,,33,f,english,120.542,10.262,1,button
35,performance,65,button,posterior,0.333,music,chrome,1299,613,1366,768,FALSE,calculating user probability (or lack of knowledge pertaining to probability),interesting task!,32,female,english,276.744,27.72,3,both
35,performance,65,both,posterior,0.333,music,chrome,1299,613,1366,768,FALSE,calculating user probability (or lack of knowledge pertaining to probability),interesting task!,32,female,english,276.744,27.72,3,both
35,performance,65,handle,posterior,0.333,music,chrome,1299,613,1366,768,FALSE,calculating user probability (or lack of knowledge pertaining to probability),interesting task!,32,female,english,276.744,27.72,3,both
36,performance,28,button,posterior,0.2,music,chrome,1534,765,1600,900,FALSE,seeing if you pay attention to complex instructions.,none thanks.,24, m,english,119.913,16.764,3,both
36,performance,79,both,posterior,0.564,music,chrome,1534,765,1600,900,FALSE,seeing if you pay attention to complex instructions.,none thanks.,24, m,english,119.913,16.764,3,both
36,performance,33,handle,posterior,0.236,music,chrome,1534,765,1600,900,FALSE,seeing if you pay attention to complex instructions.,none thanks.,24, m,english,119.913,16.764,3,both
37,performance,1,handle,posterior,0.01,music,chrome,1470,759,1536,864,FALSE,to see if i could understand and follow instructions? ideas on how to design a toy?,no. im not sure.,44,f,english,363.517,37.478,3,button
37,performance,100,button,posterior,0.98,music,chrome,1470,759,1536,864,FALSE,to see if i could understand and follow instructions? ideas on how to design a toy?,no. im not sure.,44,f,english,363.517,37.478,3,button
37,performance,1,both,posterior,0.01,music,chrome,1470,759,1536,864,FALSE,to see if i could understand and follow instructions? ideas on how to design a toy?,no. im not sure.,44,f,english,363.517,37.478,3,button
38,nogoal,49,handle,posterior,0.331,music,chrome,1853,988,1920,1080,FALSE,no idea,,45,m,english,183.725,22.056,3,both
38,nogoal,49,both,posterior,0.331,music,chrome,1853,988,1920,1080,FALSE,no idea,,45,m,english,183.725,22.056,3,both
38,nogoal,50,button,posterior,0.338,music,chrome,1853,988,1920,1080,FALSE,no idea,,45,m,english,183.725,22.056,3,both
39,learning,37,handle,posterior,0.255,music,chrome,1449,736,1366,768,FALSE,logical thinking (i failed),i'd like to know the correct answer!,31,female,english,335.682,150.336,3,both
39,learning,80,both,posterior,0.552,music,chrome,1449,736,1366,768,FALSE,logical thinking (i failed),i'd like to know the correct answer!,31,female,english,335.682,150.336,3,both
39,learning,28,button,posterior,0.193,music,chrome,1449,736,1366,768,FALSE,logical thinking (i failed),i'd like to know the correct answer!,31,female,english,335.682,150.336,3,both
40,learning,80,both,posterior,0.567,light,chrome,1316,600,1366,768,FALSE,i have no idea.,,38,f,english,222.039,43.008,2,button
40,learning,28,handle,posterior,0.199,light,chrome,1316,600,1366,768,FALSE,i have no idea.,,38,f,english,222.039,43.008,2,button
40,learning,33,button,posterior,0.234,light,chrome,1316,600,1366,768,FALSE,i have no idea.,,38,f,english,222.039,43.008,2,button
41,nogoal,64,both,posterior,0.542,light,chrome,1230,600,1280,800,FALSE,how people figure things out,it was a little confusing,28,f,english,241.345,52.511,3,both
41,nogoal,42,button,posterior,0.356,light,chrome,1230,600,1280,800,FALSE,how people figure things out,it was a little confusing,28,f,english,241.345,52.511,3,both
41,nogoal,12,handle,posterior,0.102,light,chrome,1230,600,1280,800,FALSE,how people figure things out,it was a little confusing,28,f,english,241.345,52.511,3,both
42,learning,19,handle,posterior,0.151,music,safari,508,600,320,568,TRUE,cognitive ability?,thanks so much.,29,m,english,285.868,46.405,3,both
42,learning,96,button,posterior,0.762,music,safari,508,600,320,568,TRUE,cognitive ability?,thanks so much.,29,m,english,285.868,46.405,3,both
42,learning,11,both,posterior,0.087,music,safari,508,600,320,568,TRUE,cognitive ability?,thanks so much.,29,m,english,285.868,46.405,3,both
43,performance,72,button,posterior,0.323,light,chrome,1176,579,1366,768,FALSE,cognitive decision making,nope,35,female,english,141.373,26.719,2,both
43,performance,74,both,posterior,0.332,light,chrome,1176,579,1366,768,FALSE,cognitive decision making,nope,35,female,english,141.373,26.719,2,both
43,performance,77,handle,posterior,0.345,light,chrome,1176,579,1366,768,FALSE,cognitive decision making,nope,35,female,english,141.373,26.719,2,both
44,learning,29,button,posterior,0.271,music,chrome,1853,974,1920,1080,FALSE,how language effects our logic skills.,,33,m,english,252.617,62.956,2,handle
44,learning,63,handle,posterior,0.589,music,chrome,1853,974,1920,1080,FALSE,how language effects our logic skills.,,33,m,english,252.617,62.956,2,handle
44,learning,15,both,posterior,0.14,music,chrome,1853,974,1920,1080,FALSE,how language effects our logic skills.,,33,m,english,252.617,62.956,2,handle
45,nogoal,58,both,posterior,0.302,music,chrome,1299,600,1366,768,FALSE,no clue,no,31,m,english,137.683,13.743,1,handle
45,nogoal,50,button,posterior,0.26,music,chrome,1299,600,1366,768,FALSE,no clue,no,31,m,english,137.683,13.743,1,handle
45,nogoal,84,handle,posterior,0.438,music,chrome,1299,600,1366,768,FALSE,no clue,no,31,m,english,137.683,13.743,1,handle
46,nogoal,27,handle,posterior,0.329,music,chrome,1035,600,1920,1200,FALSE,logic,none,50,m,english,250.985,42.232,3,both
46,nogoal,29,both,posterior,0.354,music,chrome,1035,600,1920,1200,FALSE,logic,none,50,m,english,250.985,42.232,3,both
46,nogoal,26,button,posterior,0.317,music,chrome,1035,600,1920,1200,FALSE,logic,none,50,m,english,250.985,42.232,3,both
47,nogoal,100,handle,posterior,0.98,light,chrome,1230,600,1280,1024,FALSE,i don't know,none,28,m,english,149.83,54.6,3,handle
47,nogoal,1,button,posterior,0.01,light,chrome,1230,600,1280,1024,FALSE,i don't know,none,28,m,english,149.83,54.6,3,handle
47,nogoal,1,both,posterior,0.01,light,chrome,1230,600,1280,1024,FALSE,i don't know,none,28,m,english,149.83,54.6,3,handle
48,performance,20,button,posterior,0.167,light,chrome,1299,600,1366,768,FALSE,to assess logic in learning.,"the time that goes by when the music plays, i could not thoroughly read that page before it auto advanced.",26,m,english,356.32,23.817,3,both
48,performance,20,handle,posterior,0.167,light,chrome,1299,600,1366,768,FALSE,to assess logic in learning.,"the time that goes by when the music plays, i could not thoroughly read that page before it auto advanced.",26,m,english,356.32,23.817,3,both
48,performance,80,both,posterior,0.667,light,chrome,1299,600,1366,768,FALSE,to assess logic in learning.,"the time that goes by when the music plays, i could not thoroughly read that page before it auto advanced.",26,m,english,356.32,23.817,3,both
49,nogoal,84,both,posterior,0.307,light,chrome,1380,640,1600,900,FALSE,memory/recall,,47,female,english,174.426,45.547,3,handle
49,nogoal,90,handle,posterior,0.328,light,chrome,1380,640,1600,900,FALSE,memory/recall,,47,female,english,174.426,45.547,3,handle
49,nogoal,100,button,posterior,0.365,light,chrome,1380,640,1600,900,FALSE,memory/recall,,47,female,english,174.426,45.547,3,handle
50,learning,100,button,posterior,0.98,music,chrome,1332,703,1536,864,FALSE,making a decision to figure out an unknown.,not at this time,37,m,english,278.912,37.473,3,button
50,learning,1,both,posterior,0.01,music,chrome,1332,703,1536,864,FALSE,making a decision to figure out an unknown.,not at this time,37,m,english,278.912,37.473,3,button
50,learning,1,handle,posterior,0.01,music,chrome,1332,703,1536,864,FALSE,making a decision to figure out an unknown.,not at this time,37,m,english,278.912,37.473,3,button
51,nogoal,95,both,posterior,0.699,music,chrome,1401,600,2560,1440,FALSE,not sure,no,33,m,english,144.961,55.351,3,both
51,nogoal,21,handle,posterior,0.154,music,chrome,1401,600,2560,1440,FALSE,not sure,no,33,m,english,144.961,55.351,3,both
51,nogoal,20,button,posterior,0.147,music,chrome,1401,600,2560,1440,FALSE,not sure,no,33,m,english,144.961,55.351,3,both
52,performance,48,button,posterior,0.32,music,chrome,892,600,1360,768,FALSE,not sure,each of 3 possibilities had the same probability so i tried to mark them the same likelihood ,50,m,english,285.383,29.797,3,both
52,performance,51,handle,posterior,0.34,music,chrome,892,600,1360,768,FALSE,not sure,each of 3 possibilities had the same probability so i tried to mark them the same likelihood ,50,m,english,285.383,29.797,3,both
52,performance,51,both,posterior,0.34,music,chrome,892,600,1360,768,FALSE,not sure,each of 3 possibilities had the same probability so i tried to mark them the same likelihood ,50,m,english,285.383,29.797,3,both
53,performance,1,handle,posterior,0.009,light,chrome,1853,974,1920,1080,FALSE,unsure,no,39,f,english,263.592,30.753,3,both
53,performance,92,button,posterior,0.86,light,chrome,1853,974,1920,1080,FALSE,unsure,no,39,f,english,263.592,30.753,3,both
53,performance,14,both,posterior,0.131,light,chrome,1853,974,1920,1080,FALSE,unsure,no,39,f,english,263.592,30.753,3,both
54,presentation,51,button,posterior,0.254,light,chrome,1098,812,1280,1024,FALSE,i have no idea. would we pick the unlikely but creative toy,no it was fun thanks,36,f,english,291.115,65.013,3,both
54,presentation,100,both,posterior,0.498,light,chrome,1098,812,1280,1024,FALSE,i have no idea. would we pick the unlikely but creative toy,no it was fun thanks,36,f,english,291.115,65.013,3,both
54,presentation,50,handle,posterior,0.249,light,chrome,1098,812,1280,1024,FALSE,i have no idea. would we pick the unlikely but creative toy,no it was fun thanks,36,f,english,291.115,65.013,3,both
55,presentation,69,both,posterior,0.367,music,chrome,1299,600,1366,768,FALSE,toy function,no,34,m,english,117.295,12.006,3,both
55,presentation,37,handle,posterior,0.197,music,chrome,1299,600,1366,768,FALSE,toy function,no,34,m,english,117.295,12.006,3,both
55,presentation,82,button,posterior,0.436,music,chrome,1299,600,1366,768,FALSE,toy function,no,34,m,english,117.295,12.006,3,both
56,performance,74,both,posterior,0.376,light,chrome,1230,600,1280,800,FALSE,memory,no,26,f,english,133.192,13.82,3,both
56,performance,60,button,posterior,0.305,light,chrome,1230,600,1280,800,FALSE,memory,no,26,f,english,133.192,13.82,3,both
56,performance,63,handle,posterior,0.32,light,chrome,1230,600,1280,800,FALSE,memory,no,26,f,english,133.192,13.82,3,both
57,presentation,76,both,posterior,0.528,music,chrome,642,561,1280,800,FALSE,i don't know.,no., 45,f,english,178.278,19.685,3,both
57,presentation,32,handle,posterior,0.222,music,chrome,642,561,1280,800,FALSE,i don't know.,no., 45,f,english,178.278,19.685,3,both
57,presentation,36,button,posterior,0.25,music,chrome,642,561,1280,800,FALSE,i don't know.,no., 45,f,english,178.278,19.685,3,both
58,performance,37,handle,posterior,0.325,light,chrome,1301,702,1366,768,FALSE,logic,no,55,male,english,219.176,30.793,3,both
58,performance,39,both,posterior,0.342,light,chrome,1301,702,1366,768,FALSE,logic,no,55,male,english,219.176,30.793,3,both
58,performance,38,button,posterior,0.333,light,chrome,1301,702,1366,768,FALSE,logic,no,55,male,english,219.176,30.793,3,both
59,performance,77,button,posterior,0.297,light,chrome,1213,918,1280,1024,FALSE,about the toy actions,great,24,m,english ,131.119,8.426,1,both
59,performance,90,handle,posterior,0.347,light,chrome,1213,918,1280,1024,FALSE,about the toy actions,great,24,m,english ,131.119,8.426,1,both
59,performance,92,both,posterior,0.355,light,chrome,1213,918,1280,1024,FALSE,about the toy actions,great,24,m,english ,131.119,8.426,1,both
60,performance,20,both,posterior,0.317,light,chrome,1026,600,1360,768,FALSE,i think it was about using logic in decision making. ,i did not encounter any problems. i thing the interface was functional and pleasant.,46,m,english,378.695,37.824,3,both
60,performance,21,button,posterior,0.333,light,chrome,1026,600,1360,768,FALSE,i think it was about using logic in decision making. ,i did not encounter any problems. i thing the interface was functional and pleasant.,46,m,english,378.695,37.824,3,both
60,performance,22,handle,posterior,0.349,light,chrome,1026,600,1360,768,FALSE,i think it was about using logic in decision making. ,i did not encounter any problems. i thing the interface was functional and pleasant.,46,m,english,378.695,37.824,3,both
61,nogoal,100,button,posterior,0.98,light,chrome,1299,637,1366,768,FALSE,i believe this task was to ensure to read the directions before playing this game and understanding the type of result that you want to have.,everything ran smooth.,69,m,english,347.122,25.918,2,both
61,nogoal,1,both,posterior,0.01,light,chrome,1299,637,1366,768,FALSE,i believe this task was to ensure to read the directions before playing this game and understanding the type of result that you want to have.,everything ran smooth.,69,m,english,347.122,25.918,2,both
61,nogoal,1,handle,posterior,0.01,light,chrome,1299,637,1366,768,FALSE,i believe this task was to ensure to read the directions before playing this game and understanding the type of result that you want to have.,everything ran smooth.,69,m,english,347.122,25.918,2,both
62,learning,100,handle,posterior,0.641,light,chrome,420,953,1920,1080,FALSE,a toy machine,nope,31,m,english,201.736,30.373,2,handle
62,learning,1,button,posterior,0.006,light,chrome,420,953,1920,1080,FALSE,a toy machine,nope,31,m,english,201.736,30.373,2,handle
62,learning,55,both,posterior,0.353,light,chrome,420,953,1920,1080,FALSE,a toy machine,nope,31,m,english,201.736,30.373,2,handle
63,presentation,100,both,posterior,0.333,light,chrome,1390,662,1440,900,FALSE,interpreting/studying cognitive abilities ,no,27,m,english,357.102,45.563,3,both
63,presentation,100,button,posterior,0.333,light,chrome,1390,662,1440,900,FALSE,interpreting/studying cognitive abilities ,no,27,m,english,357.102,45.563,3,both
63,presentation,100,handle,posterior,0.333,light,chrome,1390,662,1440,900,FALSE,interpreting/studying cognitive abilities ,no,27,m,english,357.102,45.563,3,both
64,presentation,61,button,posterior,0.324,music,chrome,1299,600,1366,768,FALSE,making logical inferences,everything worked. loved the music!,58,f,english,240.736,20.314,3,both
64,presentation,88,both,posterior,0.468,music,chrome,1299,600,1366,768,FALSE,making logical inferences,everything worked. loved the music!,58,f,english,240.736,20.314,3,both
64,presentation,39,handle,posterior,0.207,music,chrome,1299,600,1366,768,FALSE,making logical inferences,everything worked. loved the music!,58,f,english,240.736,20.314,3,both
65,presentation,55,button,posterior,0.34,music,chrome,1087,600,1920,1080,FALSE,studying how people reason mechanically,no comments,30,male,english,212.018,16.996,3,both
65,presentation,38,both,posterior,0.235,music,chrome,1087,600,1920,1080,FALSE,studying how people reason mechanically,no comments,30,male,english,212.018,16.996,3,both
65,presentation,69,handle,posterior,0.426,music,chrome,1087,600,1920,1080,FALSE,studying how people reason mechanically,no comments,30,male,english,212.018,16.996,3,both
66,learning,1,handle,posterior,0.01,music,chrome,1163,600,1280,800,FALSE,logical reasoning,i do not have any comments.,31,m,english,453.075,135.265,3,both
66,learning,1,button,posterior,0.01,music,chrome,1163,600,1280,800,FALSE,logical reasoning,i do not have any comments.,31,m,english,453.075,135.265,3,both
66,learning,100,both,posterior,0.98,music,chrome,1163,600,1280,800,FALSE,logical reasoning,i do not have any comments.,31,m,english,453.075,135.265,3,both
67,nogoal,23,handle,posterior,0.129,music,chrome,1853,949,1920,1080,FALSE,determining different pattern combinations that result in a set  outcome: music and light,everything worked fine.,34,m,english,299.752,15.602,3,both
67,nogoal,98,both,posterior,0.551,music,chrome,1853,949,1920,1080,FALSE,determining different pattern combinations that result in a set  outcome: music and light,everything worked fine.,34,m,english,299.752,15.602,3,both
67,nogoal,57,button,posterior,0.32,music,chrome,1853,949,1920,1080,FALSE,determining different pattern combinations that result in a set  outcome: music and light,everything worked fine.,34,m,english,299.752,15.602,3,both
68,presentation,30,handle,posterior,0.19,light,safari,509,600,375,667,TRUE,marketing for a new toy,no improvements needed,33,m,english ,244.32,34.522,1,button
68,presentation,71,button,posterior,0.449,light,safari,509,600,375,667,TRUE,marketing for a new toy,no improvements needed,33,m,english ,244.32,34.522,1,button
68,presentation,57,both,posterior,0.361,light,safari,509,600,375,667,TRUE,marketing for a new toy,no improvements needed,33,m,english ,244.32,34.522,1,button
69,presentation,37,handle,posterior,0.25,music,chrome,1470,600,1536,864,FALSE,"that people might favor the toy  they saw first, maybe?",,34,male,english,262.639,40.061,3,both
69,presentation,73,both,posterior,0.493,music,chrome,1470,600,1536,864,FALSE,"that people might favor the toy  they saw first, maybe?",,34,male,english,262.639,40.061,3,both
69,presentation,38,button,posterior,0.257,music,chrome,1470,600,1536,864,FALSE,"that people might favor the toy  they saw first, maybe?",,34,male,english,262.639,40.061,3,both
70,learning,55,both,posterior,0.344,light,chrome,1176,602,1366,768,FALSE,memory,,27,f ,english,196.348,20.743,2,both
70,learning,52,handle,posterior,0.325,light,chrome,1176,602,1366,768,FALSE,memory,,27,f ,english,196.348,20.743,2,both
70,learning,53,button,posterior,0.331,light,chrome,1176,602,1366,768,FALSE,memory,,27,f ,english,196.348,20.743,2,both
71,learning,31,handle,posterior,0.279,music,chrome,647,647,1366,768,FALSE,how to make things work?,no,42,f,english,198.473,17.741,3,both
71,learning,19,button,posterior,0.171,music,chrome,647,647,1366,768,FALSE,how to make things work?,no,42,f,english,198.473,17.741,3,both
71,learning,61,both,posterior,0.55,music,chrome,647,647,1366,768,FALSE,how to make things work?,no,42,f,english,198.473,17.741,3,both
72,learning,1,button,posterior,0.01,light,chrome,1870,600,1920,1080,FALSE,logical decision making,n/a,26,m,english,233.5,48.193,3,handle
72,learning,1,both,posterior,0.01,light,chrome,1870,600,1920,1080,FALSE,logical decision making,n/a,26,m,english,233.5,48.193,3,handle
72,learning,100,handle,posterior,0.98,light,chrome,1870,600,1920,1080,FALSE,logical decision making,n/a,26,m,english,233.5,48.193,3,handle
73,learning,1,button,posterior,0.25,music,chrome,1299,600,1366,768,FALSE,decision making ,n/a,26,m,english,210.423,33.511,3,handle
73,learning,2,handle,posterior,0.5,music,chrome,1299,600,1366,768,FALSE,decision making ,n/a,26,m,english,210.423,33.511,3,handle
73,learning,1,both,posterior,0.25,music,chrome,1299,600,1366,768,FALSE,decision making ,n/a,26,m,english,210.423,33.511,3,handle
74,performance,58,both,posterior,0.343,light,chrome,866,1041,1920,1080,FALSE,our views on a toy,no,33,f,english,178.262,18.543,3,both
74,performance,57,handle,posterior,0.337,light,chrome,866,1041,1920,1080,FALSE,our views on a toy,no,33,f,english,178.262,18.543,3,both
74,performance,54,button,posterior,0.32,light,chrome,866,1041,1920,1080,FALSE,our views on a toy,no,33,f,english,178.262,18.543,3,both
75,learning,73,handle,posterior,0.42,music,chrome,1299,662,1366,768,FALSE,reasoning?,when i tried to scroll down one of the pages advanced unexpectedly on me and i feel like it affected my answer on the last scenario of question,43,f,english,365.839,53.467,3,handle
75,learning,1,button,posterior,0.006,music,chrome,1299,662,1366,768,FALSE,reasoning?,when i tried to scroll down one of the pages advanced unexpectedly on me and i feel like it affected my answer on the last scenario of question,43,f,english,365.839,53.467,3,handle
75,learning,100,both,posterior,0.575,music,chrome,1299,662,1366,768,FALSE,reasoning?,when i tried to scroll down one of the pages advanced unexpectedly on me and i feel like it affected my answer on the last scenario of question,43,f,english,365.839,53.467,3,handle
76,learning,3,handle,posterior,0.029,light,chrome,1533,769,1600,900,FALSE,reasoning,all worked fine.,55,m,english,212.684,20.975,3,button
76,learning,4,both,posterior,0.038,light,chrome,1533,769,1600,900,FALSE,reasoning,all worked fine.,55,m,english,212.684,20.975,3,button
76,learning,97,button,posterior,0.933,light,chrome,1533,769,1600,900,FALSE,reasoning,all worked fine.,55,m,english,212.684,20.975,3,button
77,nogoal,39,both,posterior,0.348,music,chrome,1299,600,1366,768,FALSE,probability,nope,36,m,english,335.761,36.933,2,both
77,nogoal,37,handle,posterior,0.33,music,chrome,1299,600,1366,768,FALSE,probability,nope,36,m,english,335.761,36.933,2,both
77,nogoal,36,button,posterior,0.321,music,chrome,1299,600,1366,768,FALSE,probability,nope,36,m,english,335.761,36.933,2,both
78,performance,77,handle,posterior,0.326,music,chrome,1533,600,1600,900,FALSE,people's judgement. ,no,34,m,english,143.975,17.357,3,both
78,performance,79,button,posterior,0.335,music,chrome,1533,600,1600,900,FALSE,people's judgement. ,no,34,m,english,143.975,17.357,3,both
78,performance,80,both,posterior,0.339,music,chrome,1533,600,1600,900,FALSE,people's judgement. ,no,34,m,english,143.975,17.357,3,both
79,learning,75,both,posterior,0.405,light,chrome,1299,662,1366,768,FALSE,logic,no,25,f,english,86.287,10.327,2,both
79,learning,50,handle,posterior,0.27,light,chrome,1299,662,1366,768,FALSE,logic,no,25,f,english,86.287,10.327,2,both
79,learning,60,button,posterior,0.324,light,chrome,1299,662,1366,768,FALSE,logic,no,25,f,english,86.287,10.327,2,both
80,presentation,83,both,posterior,0.3,music,chrome,1390,826,1440,900,FALSE,i think this task examines perceptions of logic statements using the example of a toy.,instructions were clear.,32,m,english,233.777,24.273,3,both
80,presentation,97,handle,posterior,0.35,music,chrome,1390,826,1440,900,FALSE,i think this task examines perceptions of logic statements using the example of a toy.,instructions were clear.,32,m,english,233.777,24.273,3,both
80,presentation,97,button,posterior,0.35,music,chrome,1390,826,1440,900,FALSE,i think this task examines perceptions of logic statements using the example of a toy.,instructions were clear.,32,m,english,233.777,24.273,3,both
81,nogoal,64,both,posterior,0.278,music,chrome,1470,759,1536,864,FALSE,decision making,differentiating between toys was confusing at first.  i submitted my first answer then thought the page didn't load.  i thought i was still on the first toy when i was on the second.,35,m,english,237.776,20.179,3,both
81,nogoal,66,handle,posterior,0.287,music,chrome,1470,759,1536,864,FALSE,decision making,differentiating between toys was confusing at first.  i submitted my first answer then thought the page didn't load.  i thought i was still on the first toy when i was on the second.,35,m,english,237.776,20.179,3,both
81,nogoal,100,button,posterior,0.435,music,chrome,1470,759,1536,864,FALSE,decision making,differentiating between toys was confusing at first.  i submitted my first answer then thought the page didn't load.  i thought i was still on the first toy when i was on the second.,35,m,english,237.776,20.179,3,both
82,nogoal,77,both,posterior,0.32,light,chrome,1452,600,1600,900,FALSE,i think it was about remembering things.,no,24,f,english,213.252,47.493,3,both
82,nogoal,83,handle,posterior,0.344,light,chrome,1452,600,1600,900,FALSE,i think it was about remembering things.,no,24,f,english,213.252,47.493,3,both
82,nogoal,81,button,posterior,0.336,light,chrome,1452,600,1600,900,FALSE,i think it was about remembering things.,no,24,f,english,213.252,47.493,3,both
83,presentation,50,button,posterior,0.25,light,chrome,598,630,1280,720,FALSE,making the toy work,thank you,32,f,english,227.749,74.96,2,both
83,presentation,50,handle,posterior,0.25,light,chrome,598,630,1280,720,FALSE,making the toy work,thank you,32,f,english,227.749,74.96,2,both
83,presentation,100,both,posterior,0.5,light,chrome,598,630,1280,720,FALSE,making the toy work,thank you,32,f,english,227.749,74.96,2,both
84,presentation,49,handle,posterior,0.318,music,chrome,1470,734,1536,864,FALSE,decision making,no.,34,m,english,263.596,48.183,3,both
